Vrhnika,Vrhnika,45.9622,14.2936,Slovenia,SI,SVN,Vrhnika,admin,8888,1705071756,4897
Grosuplje,Grosuplje,45.9551,14.6562,Slovenia,SI,SVN,Grosuplje,admin,7703,1705847148,4898
Krško,Krsko,45.9590,15.4922,Slovenia,SI,SVN,Krško,admin,7217,1705286396,4897
Almè,Alme,45.7369,9.6153,Italy,IT,ITA,Lombardy,,5604,1380991253,4922
Pont-de-Chéruy,Pont-de-Cheruy,45.7506,5.1731,France,FR,FRA,Auvergne-Rhône-Alpes,,5876,1250634837,4920
Litija,Litija,46.0565,14.8303,Slovenia,SI,SVN,Litija,admin,6673,1705902870,4886
Champagne-au-Mont-d’Or,Champagne-au-Mont-d'Or,45.7947,4.7908,France,FR,FRA,Auvergne-Rhône-Alpes,,5570,1250745099,4915
Brežice,Brezice,45.9044,15.5925,Slovenia,SI,SVN,Brežice,admin,6843,1705251132,4903
Ajdovščina,Ajdovscina,45.8884,13.9052,Slovenia,SI,SVN,Ajdovščina,admin,6843,1705580792,4905
Zagorje,Zagorje,46.1342,14.9942,Slovenia,SI,SVN,Zagorje ob Savi,admin,6023,1705942287,4878
Idrija,Idrija,46.0025,14.0275,Slovenia,SI,SVN,Idrija,admin,5886,1705472042,4892
Charlemagne,Charlemagne,45.7167,-73.4833,Canada,CA,CAN,Quebec,,5853,1124185024,4924
Hrastnik,Hrastnik,46.1461,15.0814,Slovenia,SI,SVN,Hrastnik,admin,4962,1705818009,4876
L’Epiphanie,L'Epiphanie,45.8500,-73.4833,Canada,CA,CAN,Quebec,,5353,1124599436,4909
Žalec,Zalec,46.2516,15.1674,Slovenia,SI,SVN,Žalec,admin,5000,1705340993,4865
Šentjur,Sentjur,46.2225,15.3973,Slovenia,SI,SVN,Šentjur,admin,4940,1705076635,4868
Čoka,Coka,45.9389,20.1394,Serbia,RS,SRB,Čoka,admin,4707,1688200508,4899
Sevnica,Sevnica,46.0092,15.3039,Slovenia,SI,SVN,Sevnica,admin,4533,1705218575,4892
Šempeter pri Gorici,Sempeter pri Gorici,45.9283,13.6378,Slovenia,SI,SVN,Šempeter-Vrtojba,admin,3694,1705397569,4901
Cerknica,Cerknica,45.7964,14.3581,Slovenia,SI,SVN,Cerknica,admin,4018,1705932096,4915
Laško,Lasko,46.1563,15.2386,Slovenia,SI,SVN,Laško,admin,3288,1705962698,4875
Žiri,Ziri,46.0460,14.1083,Slovenia,SI,SVN,Žiri,admin,3657,1705440220,4887
Trebnje,Trebnje,45.9104,15.0086,Slovenia,SI,SVN,Trebnje,admin,3927,1705570941,4903
Borovnica,Borovnica,45.9180,14.3642,Slovenia,SI,SVN,Borovnica,admin,2674,1705665714,4902
Mandalgovĭ,Mandalgovi,45.7667,106.2708,Mongolia,MN,MNG,Dundgovĭ,admin,2984,1496666560,4919
Vipava,Vipava,45.8463,13.9622,Slovenia,SI,SVN,Vipava,admin,2049,1705864633,4910
Radeče,Radece,46.0659,15.1729,Slovenia,SI,SVN,Radeče,admin,1993,1705420341,4885
Šentjernej,Sentjernej,45.8389,15.3362,Slovenia,SI,SVN,Šentjernej,admin,1441,1705329272,4910
Trbovlje,Trbovlje,46.1550,15.0533,Slovenia,SI,SVN,Trbovlje,admin,,1705370010,4875
Ivančna Gorica,Ivancna Gorica,45.9383,14.8044,Slovenia,SI,SVN,Ivančna Gorica,admin,,1705930549,4899
Rogaška Slatina,Rogaska Slatina,46.2375,15.6397,Slovenia,SI,SVN,Rogaška Slatina,admin,,1705772825,4866
Kobarid,Kobarid,46.2471,13.5796,Slovenia,SI,SVN,Kobarid,admin,1085,1705651680,4865
Štore,Store,46.2208,15.3139,Slovenia,SI,SVN,Štore,admin,,1705775604,4868
Kostanjevica na Krki,Kostanjevica na Krki,45.8463,15.4249,Slovenia,SI,SVN,Kostanjevica na Krki,admin,689,1705796422,4910
Prebold,Prebold,46.2369,15.0925,Slovenia,SI,SVN,Prebold,admin,,1705746627,4866
Šmartno,Smartno,46.0444,14.8442,Slovenia,SI,SVN,Šmartno pri Litiji,admin,,1705164835,4888
Medvode,Medvode,46.1333,14.4333,Slovenia,SI,SVN,Medvode,admin,,1705158152,4878
Moravče,Moravce,46.1369,14.7450,Slovenia,SI,SVN,Moravče,admin,,1705291500,4877
Kanal,Kanal,46.0886,13.6397,Slovenia,SI,SVN,Kanal,admin,,1705955833,4883
Mengeš,Menges,46.1669,14.5750,Slovenia,SI,SVN,Mengeš,admin,,1705274788,4874
Šmarje,Smarje,46.2272,15.5192,Slovenia,SI,SVN,Šmarje pri Jelšah,admin,,1705373506,4867
Komenda,Komenda,46.2038,14.5407,Slovenia,SI,SVN,Komenda,admin,,1705295612,4870
Škofljica,Skofljica,45.9833,14.5767,Slovenia,SI,SVN,Škofljica,admin,,1705067758,4894
Brezovica,Brezovica,46.0333,14.4000,Slovenia,SI,SVN,Brezovica,admin,,1705190624,4889
Log,Log,46.0167,14.3667,Slovenia,SI,SVN,Log-Dragomer,admin,,1705822369,4891
Lukovica,Lukovica,46.1667,14.7000,Slovenia,SI,SVN,Lukovica,admin,,1705829201,4874
Šenčur,Sencur,46.2456,14.4197,Slovenia,SI,SVN,Šenčur,admin,,1705968659,4865
Mirna,Mirna,45.9553,15.0619,Slovenia,SI,SVN,Mirna,admin,,1705033855,4898
Koprivnica,Koprivnica,46.1500,16.8167,Croatia,HR,HRV,Koprivničko-Križevačka Županija,admin,,1191924250,4876
Horjul,Horjul,46.0236,14.2992,Slovenia,SI,SVN,Horjul,admin,,1705243858,4890
Vodice,Vodice,46.2000,14.5000,Slovenia,SI,SVN,Vodice,admin,,1705728443,4870
Vransko,Vransko,46.2439,14.9514,Slovenia,SI,SVN,Vransko,admin,,1705616966,4865
Šentrupert,Sentrupert,45.9778,15.0956,Slovenia,SI,SVN,Šentrupert,admin,,1705083565,4895
Bistrica ob Sotli,Bistrica ob Sotli,46.0569,15.6625,Slovenia,SI,SVN,Bistrica ob Sotli,admin,235,1705641346,4886
Logatec,Logatec,45.9144,14.2258,Slovenia,SI,SVN,Logatec,admin,,1705275257,4902
Trzin,Trzin,46.1333,14.5667,Slovenia,SI,SVN,Trzin,admin,,1705707595,4878
Volčja Draga,Volcja Draga,45.9069,13.6775,Slovenia,SI,SVN,Renče-Vogrsko,admin,,1705547222,4903
Železniki,Zelezniki,46.2333,14.1667,Slovenia,SI,SVN,Železniki,admin,,1705885002,4867
Dol,Dol,46.0886,14.6008,Slovenia,SI,SVN,Dol pri Ljubljani,admin,,1705717325,4883
Ig,Ig,45.9603,14.5289,Slovenia,SI,SVN,Ig,admin,,1705409266,4897
Gorenja Vas,Gorenja Vas,46.1072,14.1481,Slovenia,SI,SVN,Gorenja Vas-Poljane,admin,,1705961189,4881
Cerkno,Cerkno,46.1256,13.9817,Slovenia,SI,SVN,Cerkno,admin,,1705759580,4879
Stari Trg,Stari Trg,45.7128,14.4694,Slovenia,SI,SVN,Loška Dolina,admin,,1705849784,4925
Videm,Videm,45.8500,14.6942,Slovenia,SI,SVN,Dobrepolje,admin,,1705074870,4909
Straža,Straza,45.7800,15.0728,Slovenia,SI,SVN,Straža,admin,,1705491164,4917
Šmarješke Toplice,Smarjeske Toplice,45.8620,15.2231,Slovenia,SI,SVN,Šmarješke Toplice,admin,,1705361649,4908
Dobrovo,Dobrovo,45.9964,13.5264,Slovenia,SI,SVN,Brda,admin,,1705226459,4893
Tabor,Tabor,46.2361,15.0183,Slovenia,SI,SVN,Tabor,admin,,1705756002,4866
Tolmin,Tolmin,46.1864,13.7361,Slovenia,SI,SVN,Tolmin,admin,,1705602247,4872
Dolenjske Toplice,Dolenjske Toplice,45.7667,15.0667,Slovenia,SI,SVN,Dolenjske Toplice,admin,,1705395845,4919
Mirna Peč,Mirna Pec,45.8603,15.0833,Slovenia,SI,SVN,Mirna Peč,admin,,1705096910,4908
Žužemberk,Zuzemberk,45.8339,14.9292,Slovenia,SI,SVN,Žužemberk,admin,,1705027920,4911
Dobrova,Dobrova,46.0550,14.4172,Slovenia,SI,SVN,Dobrova-Polhov Gradec,admin,,1705653264,4886
Velike Lašče,Velike Lasce,45.8322,14.6364,Slovenia,SI,SVN,Velike Lašče,admin,,1705618557,4911
Škocjan,Skocjan,45.9067,15.2914,Slovenia,SI,SVN,Škocjan,admin,,1705940381,4903
Mokronog,Mokronog,45.9342,15.1408,Slovenia,SI,SVN,Mokronog-Trebelno,admin,,1705336506,4900
Nova Vas,Nova Vas,45.7717,14.5058,Slovenia,SI,SVN,Bloke,admin,,1705701553,4918
Krapina,Krapina,46.1589,15.8744,Croatia,HR,HRV,Krapinsko-Zagorska Županija,admin,,1191389404,4875
Ribnica,Ribnica,45.7386,14.7275,Slovenia,SI,SVN,Ribnica,admin,,1705675272,4922
Miren,Miren,45.8956,13.6075,Slovenia,SI,SVN,Miren-Kostanjevica,admin,,1705608129,4904
Komen,Komen,45.8153,13.7483,Slovenia,SI,SVN,Komen,admin,,1705031068,4913
Kozje,Kozje,46.0750,15.5603,Slovenia,SI,SVN,Kozje,admin,,1705548274,4884
Dobje,Dobje,46.1367,15.4089,Slovenia,SI,SVN,Dobje,admin,,1705204927,4877
Rogatec,Rogatec,46.2294,15.7003,Slovenia,SI,SVN,Rogatec,admin,,1705579021,4867
Mali Iđoš,Mali Idos,45.7069,19.6644,Serbia,RS,SRB,Mali Iđoš,admin,,1688501809,4925
Novi Kneževac,Novi Knezevac,46.0500,20.1000,Serbia,RS,SRB,Novi Kneževac,admin,,1688706489,4887
Sodražica,Sodrazica,45.7611,14.6356,Slovenia,SI,SVN,Sodražica,admin,,1705295579,4919
Podčetrtek,Podcetrtek,46.1569,15.5986,Slovenia,SI,SVN,Podčetrtek,admin,,1705261000,4875
Udine,Udine,46.0667,13.2333,Italy,IT,ITA,Friuli-Venezia Giulia,minor,99518,1380396446,4885
Boli,Boli,45.7564,130.5759,China,CN,CHN,Heilongjiang,minor,95260,1156933394,4920
Cape Breton,Cape Breton,46.1389,-60.1931,Canada,CA,CAN,Nova Scotia,,94285,1124000383,4877
Repentigny,Repentigny,45.7333,-73.4667,Canada,CA,CAN,Quebec,,84965,1124379778,4922
Varese,Varese,45.8167,8.8333,Italy,IT,ITA,Lombardy,minor,80544,1380137214,4913
Pasco,Pasco,46.2506,-119.1304,United States,US,USA,Washington,,75432,1840019888,4865
Saint-Jérôme,Saint-Jerome,45.7833,-74.0000,Canada,CA,CAN,Quebec,,69598,1124268324,4917
Drummondville,Drummondville,45.8833,-72.4833,Canada,CA,CAN,Quebec,,68601,1124624283,4906
Longview,Longview,46.1461,-122.9629,United States,US,USA,Washington,,67081,1840019904,4876
Lugano,Lugano,46.0103,8.9625,Switzerland,CH,CHE,Ticino,,63185,1756503816,4891
Deva,Deva,45.8719,22.9117,Romania,RO,ROU,Hunedoara,,61123,1642728479,4907
Bilhorod-Dnistrovskyi,Bilhorod-Dnistrovskyi,46.1833,30.3333,Ukraine,UA,UKR,Odes’ka Oblast’,minor,57210,1804836080,4872
Fredericton,Fredericton,45.9636,-66.6431,Canada,CA,CAN,New Brunswick,,58220,1124061289,4897
Walla Walla,Walla Walla,46.0670,-118.3366,United States,US,USA,Washington,,57860,1840021174,4885
Tikhoretsk,Tikhoretsk,45.8500,40.1167,Russia,RU,RUS,Krasnodarskiy Kray,minor,57771,1643615827,4909
Pordenone,Pordenone,45.9626,12.6563,Italy,IT,ITA,Friuli-Venezia Giulia,minor,51127,1380364177,4897
Lecco,Lecco,45.8500,9.4000,Italy,IT,ITA,Lombardy,minor,48177,1380626602,4909
Mediaş,Medias,46.1639,24.3508,Romania,RO,ROU,Sibiu,,47204,1642532287,4874
Victoriaville,Victoriaville,46.0500,-71.9667,Canada,CA,CAN,Quebec,,45309,1124149787,4887
Bassano del Grappa,Bassano del Grappa,45.7686,11.7367,Italy,IT,ITA,Veneto,,43481,1380653190,4918
Bourg-en-Bresse,Bourg-en-Bresse,46.2056,5.2289,France,FR,FRA,Auvergne-Rhône-Alpes,minor,41527,1250397174,4870
Hulin,Hulin,45.7686,132.9746,China,CN,CHN,Heilongjiang,,42559,1156161638,4918
Charlottetown,Charlottetown,46.2403,-63.1347,Canada,CA,CAN,Prince Edward Island,,42602,1124897699,4866
Mascouche,Mascouche,45.7500,-73.6000,Canada,CA,CAN,Quebec,,42491,1124001580,4920
Cantù,Cantu,45.7333,9.1333,Italy,IT,ITA,Lombardy,,39932,1380683045,4922
Sorel-Tracy,Sorel-Tracy,46.0333,-73.1167,Canada,CA,CAN,Quebec,,41629,1124000182,4889
Rovereto,Rovereto,45.8833,11.0342,Italy,IT,ITA,Trentino-Alto Adige,,39825,1380311979,4906
Schio,Schio,45.7111,11.3556,Italy,IT,ITA,Veneto,,39082,1380627888,4925
Oneşti,Onesti,46.2500,26.7667,Romania,RO,ROU,Bacău,,39172,1642860854,4865
Dzhankoi,Dzhankoi,45.7086,34.3933,Ukraine,UA,UKR,"Krym, Avtonomna Respublika",minor,38714,1804654537,4925
Conegliano,Conegliano,45.8872,12.2969,Italy,IT,ITA,Veneto,,35082,1380962405,4905
Belluno,Belluno,46.1408,12.2156,Italy,IT,ITA,Veneto,minor,35710,1380892097,4877
Sion,Sion,46.2304,7.3661,Switzerland,CH,CHE,Valais,,34708,1756457392,4867
Tecuci,Tecuci,45.8467,27.4278,Romania,RO,ROU,Galaţi,,34871,1642402101,4910
Gorizia,Gorizia,45.9352,13.6193,Italy,IT,ITA,Friuli-Venezia Giulia,minor,34411,1380874405,4900
Baja,Baja,46.1833,18.9536,Hungary,HU,HUN,Bács-Kiskun,minor,34788,1348727226,4872
Meyzieu,Meyzieu,45.7667,5.0036,France,FR,FRA,Auvergne-Rhône-Alpes,,33477,1250340917,4919
Butte,Butte,45.9020,-112.6571,United States,US,USA,Montana,,34207,1840032850,4903
Landecy,Landecy,46.1897,6.1158,Switzerland,CH,CHE,Genève,,31942,1756407034,4871
Primorsko-Akhtarsk,Primorsko-Akhtarsk,46.0500,38.1833,Russia,RU,RUS,Krasnodarskiy Kray,minor,32180,1643397467,4887
Montebelluna,Montebelluna,45.7753,12.0389,Italy,IT,ITA,Veneto,,31258,1380459138,4918
Făgăraş,Fagaras,45.8422,24.9714,Romania,RO,ROU,Braşov,,30714,1642873074,4910
Verbania,Verbania,45.9228,8.5519,Italy,IT,ITA,Piedmont,minor,30709,1380922553,4901
Décines-Charpieu,Decines-Charpieu,45.7694,4.9594,France,FR,FRA,Auvergne-Rhône-Alpes,,28602,1250944644,4918
Hermiston,Hermiston,45.8323,-119.2858,United States,US,USA,Oregon,,29512,1840019915,4911
Vittorio Veneto,Vittorio Veneto,45.9833,12.3000,Italy,IT,ITA,Veneto,,28389,1380283185,4894
Sighişoara,Sighisoara,46.2169,24.7911,Romania,RO,ROU,Mureş,,28102,1642947204,4868
Toli,Toli,45.9313,83.6039,China,CN,CHN,Xinjiang,minor,28378,1156588017,4900
St. Helens,St. Helens,45.8571,-122.8164,United States,US,USA,Oregon,,27353,1840021185,4908
Sebeş,Sebes,45.9547,23.5700,Romania,RO,ROU,Alba,,27019,1642475227,4898
Dalnerechensk,Dalnerechensk,45.9333,133.7333,Russia,RU,RUS,Primorskiy Kray,,26378,1643306858,4900
Saintes,Saintes,45.7464,-0.6333,France,FR,FRA,Nouvelle-Aquitaine,minor,25470,1250181820,4921
Yany Kapu,Yany Kapu,45.9675,33.8003,Ukraine,UA,UKR,"Krym, Avtonomna Respublika",minor,25769,1804718701,4896
Thetford Mines,Thetford Mines,46.1000,-71.3000,Canada,CA,CAN,Quebec,,25709,1124032181,4881
Thiene,Thiene,45.7072,11.4786,Italy,IT,ITA,Veneto,,24309,1380849890,4925
Rochefort,Rochefort,45.9421,-0.9588,France,FR,FRA,Nouvelle-Aquitaine,minor,24151,1250215806,4899
Portogruaro,Portogruaro,45.7833,12.8333,Italy,IT,ITA,Veneto,,24959,1380545268,4917
Ipatovo,Ipatovo,45.7167,42.9000,Russia,RU,RUS,Stavropol’skiy Kray,,23579,1643097291,4924
Komló,Komlo,46.1911,18.2611,Hungary,HU,HUN,Baranya,minor,22635,1348836400,4871
Seynod,Seynod,45.8889,6.0961,France,FR,FRA,Auvergne-Rhône-Alpes,,21595,1250597397,4905
Sondrio,Sondrio,46.1697,9.8700,Italy,IT,ITA,Lombardy,minor,21642,1380709664,4874
Annecy-le-Vieux,Annecy-le-Vieux,45.9192,6.1419,France,FR,FRA,Auvergne-Rhône-Alpes,,21390,1250494600,4902
Makó,Mako,46.2200,20.4789,Hungary,HU,HUN,Csongrád,minor,22514,1348716786,4868
Pergine Valsugana,Pergine Valsugana,46.0667,11.2333,Italy,IT,ITA,Trentino-Alto Adige,,21384,1380117079,4885
Cugir,Cugir,45.8436,23.3636,Romania,RO,ROU,Alba,,21376,1642368746,4910
Battle Ground,Battle Ground,45.7765,-122.5413,United States,US,USA,Washington,,21252,1840018523,4917
Alexandria,Alexandria,45.8777,-95.3766,United States,US,USA,Minnesota,,21204,1840006680,4906
Cournon-d’Auvergne,Cournon-d'Auvergne,45.7422,3.1972,France,FR,FRA,Auvergne-Rhône-Alpes,,20043,1250524743,4921
Salmon Creek,Salmon Creek,45.7099,-122.6632,United States,US,USA,Washington,,20956,1840018520,4925
Oderzo,Oderzo,45.7808,12.4928,Italy,IT,ITA,Veneto,,20466,1380552197,4917
Blaj,Blaj,46.1753,23.9144,Romania,RO,ROU,Alba,,20630,1642308950,4873
Feltre,Feltre,46.0167,11.9000,Italy,IT,ITA,Veneto,,20608,1380882091,4891
Sacile,Sacile,45.9541,12.5027,Italy,IT,ITA,Friuli-Venezia Giulia,,19905,1380761998,4898
Escanaba,Escanaba,45.7477,-87.0900,United States,US,USA,Michigan,,20094,1840003925,4921
L’Assomption,L'Assomption,45.8333,-73.4167,Canada,CA,CAN,Quebec,,20065,1124500862,4911
Henichesk,Henichesk,46.1769,34.7989,Ukraine,UA,UKR,Khersons’ka Oblast’,minor,19869,1804703441,4873
Riverview,Riverview,46.0613,-64.8052,Canada,CA,CAN,New Brunswick,,19667,1124000112,4886
Joliette,Joliette,46.0167,-73.4500,Canada,CA,CAN,Quebec,,19621,1124841554,4891
Riom,Riom,45.8936,3.1125,France,FR,FRA,Auvergne-Rhône-Alpes,minor,19011,1250311050,4904
Târgu Secuiesc,Targu Secuiesc,45.9969,26.1406,Romania,RO,ROU,Covasna,,18491,1642834541,4893
Grandview,Grandview,46.2444,-119.9091,United States,US,USA,Washington,,18772,1840019871,4865
Domodossola,Domodossola,46.1161,8.2911,Italy,IT,ITA,Piedmont,,18237,1380041863,4880
Toflea,Toflea,46.0637,27.3341,Romania,RO,ROU,Galaţi,,18521,1642422327,4885
Orăştie,Orastie,45.8403,23.1994,Romania,RO,ROU,Hunedoara,,18227,1642031164,4910
Malnate,Malnate,45.8000,8.8833,Italy,IT,ITA,Lombardy,,16784,1380202782,4915
Cluses,Cluses,46.0603,6.5786,France,FR,FRA,Auvergne-Rhône-Alpes,,16996,1250500811,4886
Skadovsk,Skadovsk,46.1167,32.9167,Ukraine,UA,UKR,Khersons’ka Oblast’,minor,18482,1804206912,4880
Cordenons,Cordenons,45.9833,12.7000,Italy,IT,ITA,Friuli-Venezia Giulia,,18210,1380431820,4894
Albino,Albino,45.7606,9.7969,Italy,IT,ITA,Lombardy,,17903,1380409115,4919
Villorba,Villorba,45.7333,12.2333,Italy,IT,ITA,Veneto,,17879,1380357143,4922
Iron Mountain,Iron Mountain,45.8275,-88.0599,United States,US,USA,Michigan,,18432,1840001991,4912
Monthey,Monthey,46.2500,6.9500,Switzerland,CH,CHE,Valais,,17563,1756628597,4865
Arco,Arco,45.9167,10.8833,Italy,IT,ITA,Trentino-Alto Adige,,17716,1380761996,4902
Belgrade,Belgrade,45.7796,-111.1751,United States,US,USA,Montana,,17743,1840018508,4917
Saint-Lin--Laurentides,Saint-Lin--Laurentides,45.8500,-73.7667,Canada,CA,CAN,Quebec,,17463,1124906585,4909
Mohács,Mohacs,45.9958,18.6797,Hungary,HU,HUN,Baranya,minor,17089,1348907014,4893
Inverness,Inverness,46.2000,-61.1000,Canada,CA,CAN,Nova Scotia,,17235,1124840965,4870
Petawawa,Petawawa,45.9000,-77.2833,Canada,CA,CAN,Ontario,,17187,1124206291,4904
Saint-Julien-en-Genevois,Saint-Julien-en-Genevois,46.1442,6.0842,France,FR,FRA,Auvergne-Rhône-Alpes,minor,15509,1250672754,4877
Locarno,Locarno,46.1664,8.7997,Switzerland,CH,CHE,Ticino,,16012,1756696211,4874
Ceadîr-Lunga,Ceadir-Lunga,46.0550,28.8303,Moldova,MD,MDA,Găgăuzia,,16605,1498057941,4886
Sallanches,Sallanches,45.9364,6.6319,France,FR,FRA,Auvergne-Rhône-Alpes,,16508,1250639013,4900
Francheville,Francheville,45.7364,4.7636,France,FR,FRA,Auvergne-Rhône-Alpes,,14656,1250555439,4922
Codroipo,Codroipo,45.9614,12.9774,Italy,IT,ITA,Friuli-Venezia Giulia,,16165,1380582710,4897
Adjud,Adjud,46.1000,27.1797,Romania,RO,ROU,Vrancea,,16045,1642892790,4881
Rumilly,Rumilly,45.8667,5.9444,France,FR,FRA,Auvergne-Rhône-Alpes,,15373,1250434844,4907
Azzano Decimo,Azzano Decimo,45.8833,12.7167,Italy,IT,ITA,Friuli-Venezia Giulia,,15744,1380971345,4906
Kamyzyak,Kamyzyak,46.1167,48.0833,Russia,RU,RUS,Astrakhanskaya Oblast’,,15984,1643101212,4880
Hood River,Hood River,45.7092,-121.5258,United States,US,USA,Oregon,,15949,1840019942,4925
Omegna,Omegna,45.8781,8.4069,Italy,IT,ITA,Piedmont,,15285,1380579967,4906
Mendrisio,Mendrisio,45.8667,8.9833,Switzerland,CH,CHE,Ticino,,14942,1756337416,4907
Calolziocorte,Calolziocorte,45.8000,9.4333,Italy,IT,ITA,Lombardy,,13877,1380962766,4915
San Vito al Tagliamento,San Vito al Tagliamento,45.9153,12.8556,Italy,IT,ITA,Friuli-Venezia Giulia,,15063,1380256352,4902
Samobor,Samobor,45.8011,15.7110,Croatia,HR,HRV,Zagrebačka Županija,minor,15147,1191807327,4915
Luino,Luino,46.0000,8.7500,Italy,IT,ITA,Lombardy,,14454,1380854109,4893
Rosà,Rosa,45.7167,11.7667,Italy,IT,ITA,Veneto,,14499,1380877179,4924
Astoria,Astoria,46.1856,-123.8053,United States,US,USA,Oregon,,14916,1840018504,4872
Vrbovec,Vrbovec,45.8833,16.4333,Croatia,HR,HRV,Zagrebačka Županija,minor,14797,1191484288,4906
Arona,Arona,45.7569,8.5600,Italy,IT,ITA,Piedmont,,13966,1380422638,4920
Ivanić-Grad,Ivanic-Grad,45.7081,16.3947,Croatia,HR,HRV,Zagrebačka Županija,minor,14723,1191909415,4925
Ambérieu-en-Bugey,Amberieu-en-Bugey,45.9581,5.3578,France,FR,FRA,Auvergne-Rhône-Alpes,,14204,1250767338,4897
Brad,Brad,46.1294,22.7900,Romania,RO,ROU,Hunedoara,,14495,1642122253,4878
Alzano Lombardo,Alzano Lombardo,45.7317,9.7283,Italy,IT,ITA,Lombardy,,13637,1380900977,4922
Saint-Genis-Pouilly,Saint-Genis-Pouilly,46.2433,6.0214,France,FR,FRA,Auvergne-Rhône-Alpes,,13243,1250112043,4866
Marostica,Marostica,45.7456,11.6553,Italy,IT,ITA,Veneto,,14039,1380791088,4921
Sainte-Anne-des-Plaines,Sainte-Anne-des-Plaines,45.7617,-73.8204,Canada,CA,CAN,Quebec,,14421.00,1124304532,4919
Cervignano del Friuli,Cervignano del Friuli,45.8231,13.3350,Italy,IT,ITA,Friuli-Venezia Giulia,,13881,1380444773,4912
Cisnădie,Cisnadie,45.7128,24.1508,Romania,RO,ROU,Sibiu,,14282,1642003986,4925
Pembroke,Pembroke,45.8167,-77.1000,Canada,CA,CAN,Ontario,,13882,1124877940,4913
Latisana,Latisana,45.7833,13.0000,Italy,IT,ITA,Friuli-Venezia Giulia,,13478,1380553278,4917
Jimbolia,Jimbolia,45.7917,20.7222,Romania,RO,ROU,Timiş,,13597,1642376521,4916
Lavaltrie,Lavaltrie,45.8833,-73.2833,Canada,CA,CAN,Quebec,,13657,1124818327,4906
Genas,Genas,45.7314,5.0022,France,FR,FRA,Auvergne-Rhône-Alpes,,13022,1250432890,4922
Veyrier,Veyrier,46.1667,6.1833,Switzerland,CH,CHE,Genève,,11609,1756988678,4874
Guéret,Gueret,46.1706,1.8683,France,FR,FRA,Nouvelle-Aquitaine,minor,12889,1250176932,4874
Sainte-Sophie,Sainte-Sophie,45.8200,-73.9000,Canada,CA,CAN,Quebec,,13375,1124001574,4913
Saint-Charles-Borromée,Saint-Charles-Borromee,46.0500,-73.4667,Canada,CA,CAN,Quebec,,13321,1124000877,4887
Morbegno,Morbegno,46.1333,9.5667,Italy,IT,ITA,Lombardy,,12407,1380051452,4878
Cusset,Cusset,46.1344,3.4564,France,FR,FRA,Auvergne-Rhône-Alpes,,12685,1250595334,4878
Saint-Colomban,Saint-Colomban,45.7300,-74.1300,Canada,CA,CAN,Quebec,,13080,1124001676,4923
Santo Stino di Livenza,Santo Stino di Livenza,45.7333,12.6833,Italy,IT,ITA,Veneto,,12855,1380323884,4922
Bonneville,Bonneville,46.0789,6.4008,France,FR,FRA,Auvergne-Rhône-Alpes,minor,12557,1250437955,4884
Divnoye,Divnoye,45.9089,43.3547,Russia,RU,RUS,Stavropol’skiy Kray,,12998,1643003956,4903
Borgosesia,Borgosesia,45.7169,8.2764,Italy,IT,ITA,Piedmont,,12676,1380192410,4924
Avrig,Avrig,45.7081,24.4000,Romania,RO,ROU,Sibiu,,12815,1642698711,4925
Pecica,Pecica,46.1700,21.0700,Romania,RO,ROU,Arad,,12762,1642561590,4874
Simeria,Simeria,45.8500,23.0100,Romania,RO,ROU,Hunedoara,,12556,1642409253,4909
Fontanafredda,Fontanafredda,45.9667,12.5667,Italy,IT,ITA,Friuli-Venezia Giulia,,12521,1380424478,4896
Olgiate Comasco,Olgiate Comasco,45.7833,8.9667,Italy,IT,ITA,Lombardy,,11633,1380841304,4917
Pieve di Soligo,Pieve di Soligo,45.8833,12.1667,Italy,IT,ITA,Veneto,,12057,1380766234,4906
Ronchi dei Legionari,Ronchi dei Legionari,45.8333,13.5000,Italy,IT,ITA,Friuli-Venezia Giulia,,11971,1380970887,4911
Spresiano,Spresiano,45.7833,12.2500,Italy,IT,ITA,Veneto,,12136,1380609623,4917
Valmadrera,Valmadrera,45.8463,9.3582,Italy,IT,ITA,Lombardy,,11601,1380021270,4910
Plan-les-Ouates,Plan-les-Ouates,46.1667,6.1167,Switzerland,CH,CHE,Genève,,10656,1756223041,4874
Kelso,Kelso,46.1236,-122.8910,United States,US,USA,Washington,,12417,1840018503,4879
Sânnicolau Mare,Sannicolau Mare,46.0722,20.6294,Romania,RO,ROU,Timiş,,12312,1642288572,4885
Pont-du-Château,Pont-du-Chateau,45.7983,3.2483,France,FR,FRA,Auvergne-Rhône-Alpes,,11802,1250866779,4915
Spilimbergo,Spilimbergo,46.1114,12.9017,Italy,IT,ITA,Friuli-Venezia Giulia,,12151,1380070167,4880
Nembro,Nembro,45.7439,9.7594,Italy,IT,ITA,Lombardy,,11530,1380201801,4921
Bellegarde-sur-Valserine,Bellegarde-sur-Valserine,46.1075,5.8258,France,FR,FRA,Auvergne-Rhône-Alpes,,11450,1250265949,4881
Prévost,Prevost,45.8700,-74.0800,Canada,CA,CAN,Quebec,,12171,1124001584,4907
Aubière,Aubiere,45.7508,3.1108,France,FR,FRA,Auvergne-Rhône-Alpes,,10745,1250586838,4920
Sainte-Adèle,Sainte-Adele,45.9500,-74.1300,Canada,CA,CAN,Quebec,,12137,1124439200,4898
Susegana,Susegana,45.8500,12.2500,Italy,IT,ITA,Veneto,,11831,1380261110,4909
